File Name,Category,Marker #,Property Type,Data Key,Text needing improvement,Raw object path
"locked_doors.ts","Locked Doors","#85","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock0613399195","Todo: insert a description for this puzzle door puzzlelock0613399195","lockeddoor_zonelabstrandentrancedesign_puzzlelock0613399195.description"
"locked_doors.ts","Locked Doors","#115","Unlocks","lockeddoor_zonerainbowcore_puzzlelock0745527622","Todo: specify puzzle door unlocks","lockeddoor_zonerainbowcore_puzzlelock0745527622.unlocks"
"locked_doors.ts","Locked Doors","#115","Description","lockeddoor_zonerainbowcore_puzzlelock0745527622","Todo: insert a description for this puzzle door puzzlelock0745527622","lockeddoor_zonerainbowcore_puzzlelock0745527622.description"
"locked_doors.ts","Locked Doors","#74","Unlocks","locked_zonerainbowcore_puz0257618133","Todo: specify puzzle door unlocks","locked_zonerainbowcore_puz0257618133.unlocks"
"locked_doors.ts","Locked Doors","#74","Description","locked_zonerainbowcore_puz0257618133","Todo: insert a description for this puzzle receptacle puz0257618133","locked_zonerainbowcore_puz0257618133.description"
"locked_doors.ts","Locked Doors","#96","Unlocks","lockeddoor_zonelabyrinthdreamlandb_puzzlelock0832500514","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdreamlandb_puzzlelock0832500514.unlocks"
"locked_doors.ts","Locked Doors","#96","Description","lockeddoor_zonelabyrinthdreamlandb_puzzlelock0832500514","Todo: insert a description for this puzzle door puzzlelock0832500514","lockeddoor_zonelabyrinthdreamlandb_puzzlelock0832500514.description"
"locked_doors.ts","Locked Doors","#116","Unlocks","lockeddoor_zonerainbowcore_puzzlelock0903198556","Todo: specify puzzle door unlocks","lockeddoor_zonerainbowcore_puzzlelock0903198556.unlocks"
"locked_doors.ts","Locked Doors","#116","Description","lockeddoor_zonerainbowcore_puzzlelock0903198556","Todo: insert a description for this puzzle door puzzlelock0903198556","lockeddoor_zonerainbowcore_puzzlelock0903198556.description"
"locked_doors.ts","Locked Doors","#86","Unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock0964624336","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock0964624336.unlocks"
"locked_doors.ts","Locked Doors","#86","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock0964624336","Todo: insert a description for this puzzle door puzzlelock0964624336","lockeddoor_zonelabstrandentrancedesign_puzzlelock0964624336.description"
"locked_doors.ts","Locked Doors","#123","Unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock0968189461","Todo: specify puzzle door unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock0968189461.unlocks"
"locked_doors.ts","Locked Doors","#123","Description","lockeddoor_zonestrandlabyrinthgate_puzzlelock0968189461","Todo: insert a description for this puzzle door puzzlelock0968189461","lockeddoor_zonestrandlabyrinthgate_puzzlelock0968189461.description"
"locked_doors.ts","Locked Doors","#80","Unlocks","lockeddoor_zonegorgegatetransfer_puzzlelock0982098626","Todo: specify puzzle door unlocks","lockeddoor_zonegorgegatetransfer_puzzlelock0982098626.unlocks"
"locked_doors.ts","Locked Doors","#80","Description","lockeddoor_zonegorgegatetransfer_puzzlelock0982098626","Todo: insert a description for this puzzle door puzzlelock0982098626","lockeddoor_zonegorgegatetransfer_puzzlelock0982098626.description"
"locked_doors.ts","Locked Doors","#109","Unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock1040355200","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock1040355200.unlocks"
"locked_doors.ts","Locked Doors","#109","Description","lockeddoor_zonelabyrinthhubdesign_puzzlelock1040355200","Todo: insert a description for this puzzle door puzzlelock1040355200","lockeddoor_zonelabyrinthhubdesign_puzzlelock1040355200.description"
"locked_doors.ts","Locked Doors","#102","Unlocks","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1045124157","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1045124157.unlocks"
"locked_doors.ts","Locked Doors","#102","Description","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1045124157","Todo: insert a description for this puzzle door puzzlelock1045124157","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1045124157.description"
"locked_doors.ts","Locked Doors","#95","Unlocks","lockeddoor_zonelabyrinthdisruptiontest_puzzlelock1050181413","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdisruptiontest_puzzlelock1050181413.unlocks"
"locked_doors.ts","Locked Doors","#95","Description","lockeddoor_zonelabyrinthdisruptiontest_puzzlelock1050181413","Todo: insert a description for this puzzle door puzzlelock1050181413","lockeddoor_zonelabyrinthdisruptiontest_puzzlelock1050181413.description"
"locked_doors.ts","Locked Doors","#107","Unlocks","lockeddoor_zonelabyrinthhubb_puzzlelock1053305437","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhubb_puzzlelock1053305437.unlocks"
"locked_doors.ts","Locked Doors","#107","Description","lockeddoor_zonelabyrinthhubb_puzzlelock1053305437","Todo: insert a description for this puzzle door puzzlelock1053305437","lockeddoor_zonelabyrinthhubb_puzzlelock1053305437.description"
"locked_doors.ts","Locked Doors","#87","Unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1060786563","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1060786563.unlocks"
"locked_doors.ts","Locked Doors","#87","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock1060786563","Todo: insert a description for this puzzle door puzzlelock1060786563","lockeddoor_zonelabstrandentrancedesign_puzzlelock1060786563.description"
"locked_doors.ts","Locked Doors","#88","Unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1071849493","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1071849493.unlocks"
"locked_doors.ts","Locked Doors","#88","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock1071849493","Todo: insert a description for this puzzle door puzzlelock1071849493","lockeddoor_zonelabstrandentrancedesign_puzzlelock1071849493.description"
"locked_doors.ts","Locked Doors","#99","Unlocks","lockeddoor_zonelabyrinthdreamlandc_puzzlelock1074301965","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdreamlandc_puzzlelock1074301965.unlocks"
"locked_doors.ts","Locked Doors","#99","Description","lockeddoor_zonelabyrinthdreamlandc_puzzlelock1074301965","Todo: insert a description for this puzzle door puzzlelock1074301965","lockeddoor_zonelabyrinthdreamlandc_puzzlelock1074301965.description"
"locked_doors.ts","Locked Doors","#103","Unlocks","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1111370558","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1111370558.unlocks"
"locked_doors.ts","Locked Doors","#103","Description","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1111370558","Todo: insert a description for this puzzle door puzzlelock1111370558","lockeddoor_zonelabyrinthdreamlanddesign_puzzlelock1111370558.description"
"locked_doors.ts","Locked Doors","#89","Unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1215647778","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1215647778.unlocks"
"locked_doors.ts","Locked Doors","#89","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock1215647778","Todo: insert a description for this puzzle door puzzlelock1215647778","lockeddoor_zonelabstrandentrancedesign_puzzlelock1215647778.description"
"locked_doors.ts","Locked Doors","#113","Unlocks","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1237654307","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1237654307.unlocks"
"locked_doors.ts","Locked Doors","#113","Description","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1237654307","Todo: insert a description for this puzzle door puzzlelock1237654307","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1237654307.description"
"locked_doors.ts","Locked Doors","#120","Unlocks","lockeddoor_zonestrand_puzzlelock1268629766","Todo: specify puzzle door unlocks","lockeddoor_zonestrand_puzzlelock1268629766.unlocks"
"locked_doors.ts","Locked Doors","#120","Description","lockeddoor_zonestrand_puzzlelock1268629766","Todo: insert a description for this puzzle door puzzlelock1268629766","lockeddoor_zonestrand_puzzlelock1268629766.description"
"locked_doors.ts","Locked Doors","#108","Unlocks","lockeddoor_zonelabyrinthhubb_puzzlelock1302005974","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhubb_puzzlelock1302005974.unlocks"
"locked_doors.ts","Locked Doors","#108","Description","lockeddoor_zonelabyrinthhubb_puzzlelock1302005974","Todo: insert a description for this puzzle door puzzlelock1302005974","lockeddoor_zonelabyrinthhubb_puzzlelock1302005974.description"
"locked_doors.ts","Locked Doors","#114","Unlocks","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1347392166","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1347392166.unlocks"
"locked_doors.ts","Locked Doors","#114","Description","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1347392166","Todo: insert a description for this puzzle door puzzlelock1347392166","lockeddoor_zonelabyrinthterrariumjungleglacier_puzzlelock1347392166.description"
"locked_doors.ts","Locked Doors","#124","Unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock1350784030","Todo: specify puzzle door unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock1350784030.unlocks"
"locked_doors.ts","Locked Doors","#124","Description","lockeddoor_zonestrandlabyrinthgate_puzzlelock1350784030","Todo: insert a description for this puzzle door puzzlelock1350784030","lockeddoor_zonestrandlabyrinthgate_puzzlelock1350784030.description"
"locked_doors.ts","Locked Doors","#90","Unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1355797245","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1355797245.unlocks"
"locked_doors.ts","Locked Doors","#90","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock1355797245","Todo: insert a description for this puzzle door puzzlelock1355797245","lockeddoor_zonelabstrandentrancedesign_puzzlelock1355797245.description"
"locked_doors.ts","Locked Doors","#82","Unlocks","lockeddoor_zonegorgenavigation_puzzlelock1383942904","Todo: specify puzzle door unlocks","lockeddoor_zonegorgenavigation_puzzlelock1383942904.unlocks"
"locked_doors.ts","Locked Doors","#82","Description","lockeddoor_zonegorgenavigation_puzzlelock1383942904","Todo: insert a description for this puzzle door puzzlelock1383942904","lockeddoor_zonegorgenavigation_puzzlelock1383942904.description"
"locked_doors.ts","Locked Doors","#70","Unlocks","locked_zonegorgenavigation_puz0194168418","Todo: specify puzzle door unlocks","locked_zonegorgenavigation_puz0194168418.unlocks"
"locked_doors.ts","Locked Doors","#70","Description","locked_zonegorgenavigation_puz0194168418","Todo: insert a description for this puzzle receptacle puz0194168418","locked_zonegorgenavigation_puz0194168418.description"
"locked_doors.ts","Locked Doors","#71","Unlocks","locked_zonegorgenavigation_puz1378549307","Todo: specify puzzle door unlocks","locked_zonegorgenavigation_puz1378549307.unlocks"
"locked_doors.ts","Locked Doors","#71","Description","locked_zonegorgenavigation_puz1378549307","Todo: insert a description for this puzzle receptacle puz1378549307","locked_zonegorgenavigation_puz1378549307.description"
"locked_doors.ts","Locked Doors","#121","Unlocks","lockeddoor_zonestrand_puzzlelock1388684203","Todo: specify puzzle door unlocks","lockeddoor_zonestrand_puzzlelock1388684203.unlocks"
"locked_doors.ts","Locked Doors","#121","Description","lockeddoor_zonestrand_puzzlelock1388684203","Todo: insert a description for this puzzle door puzzlelock1388684203","lockeddoor_zonestrand_puzzlelock1388684203.description"
"locked_doors.ts","Locked Doors","#92","Unlocks","lockeddoor_zonelabstrandentrancemainb_puzzlelock1447897039","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancemainb_puzzlelock1447897039.unlocks"
"locked_doors.ts","Locked Doors","#92","Description","lockeddoor_zonelabstrandentrancemainb_puzzlelock1447897039","Todo: insert a description for this puzzle door puzzlelock1447897039","lockeddoor_zonelabstrandentrancemainb_puzzlelock1447897039.description"
"locked_doors.ts","Locked Doors","#110","Unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock1458701232","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock1458701232.unlocks"
"locked_doors.ts","Locked Doors","#110","Description","lockeddoor_zonelabyrinthhubdesign_puzzlelock1458701232","Todo: insert a description for this puzzle door puzzlelock1458701232","lockeddoor_zonelabyrinthhubdesign_puzzlelock1458701232.description"
"locked_doors.ts","Locked Doors","#122","Unlocks","lockeddoor_zonestrand_puzzlelock1492305905","Todo: specify puzzle door unlocks","lockeddoor_zonestrand_puzzlelock1492305905.unlocks"
"locked_doors.ts","Locked Doors","#122","Description","lockeddoor_zonestrand_puzzlelock1492305905","Todo: insert a description for this puzzle door puzzlelock1492305905","lockeddoor_zonestrand_puzzlelock1492305905.description"
"locked_doors.ts","Locked Doors","#117","Unlocks","lockeddoor_zonerainbowcore_puzzlelock1602179426","Todo: specify puzzle door unlocks","lockeddoor_zonerainbowcore_puzzlelock1602179426.unlocks"
"locked_doors.ts","Locked Doors","#117","Description","lockeddoor_zonerainbowcore_puzzlelock1602179426","Todo: insert a description for this puzzle door puzzlelock1602179426","lockeddoor_zonerainbowcore_puzzlelock1602179426.description"
"locked_doors.ts","Locked Doors","#73","Unlocks","locked_zonerainbowcore_puz0105158232","Todo: specify puzzle door unlocks","locked_zonerainbowcore_puz0105158232.unlocks"
"locked_doors.ts","Locked Doors","#73","Description","locked_zonerainbowcore_puz0105158232","Todo: insert a description for this puzzle receptacle puz0105158232","locked_zonerainbowcore_puz0105158232.description"
"locked_doors.ts","Locked Doors","#93","Unlocks","lockeddoor_zonelabstrandentrancemainb_puzzlelock1656042506","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancemainb_puzzlelock1656042506.unlocks"
"locked_doors.ts","Locked Doors","#93","Description","lockeddoor_zonelabstrandentrancemainb_puzzlelock1656042506","Todo: insert a description for this puzzle door puzzlelock1656042506","lockeddoor_zonelabstrandentrancemainb_puzzlelock1656042506.description"
"locked_doors.ts","Locked Doors","#97","Unlocks","lockeddoor_zonelabyrinthdreamlandb_puzzlelock1668742734","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdreamlandb_puzzlelock1668742734.unlocks"
"locked_doors.ts","Locked Doors","#97","Description","lockeddoor_zonelabyrinthdreamlandb_puzzlelock1668742734","Todo: insert a description for this puzzle door puzzlelock1668742734","lockeddoor_zonelabyrinthdreamlandb_puzzlelock1668742734.description"
"locked_doors.ts","Locked Doors","#125","Unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock1728666225","Todo: specify puzzle door unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock1728666225.unlocks"
"locked_doors.ts","Locked Doors","#125","Description","lockeddoor_zonestrandlabyrinthgate_puzzlelock1728666225","Todo: insert a description for this puzzle door puzzlelock1728666225","lockeddoor_zonestrandlabyrinthgate_puzzlelock1728666225.description"
"locked_doors.ts","Locked Doors","#104","Unlocks","lockeddoor_zonelabyrinthhub_puzzlelock1797201574","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhub_puzzlelock1797201574.unlocks"
"locked_doors.ts","Locked Doors","#104","Description","lockeddoor_zonelabyrinthhub_puzzlelock1797201574","Todo: insert a description for this puzzle door puzzlelock1797201574","lockeddoor_zonelabyrinthhub_puzzlelock1797201574.description"
"locked_doors.ts","Locked Doors","#118","Unlocks","lockeddoor_zonerainbowcore_puzzlelock1841176534","Todo: specify puzzle door unlocks","lockeddoor_zonerainbowcore_puzzlelock1841176534.unlocks"
"locked_doors.ts","Locked Doors","#118","Description","lockeddoor_zonerainbowcore_puzzlelock1841176534","Todo: insert a description for this puzzle door puzzlelock1841176534","lockeddoor_zonerainbowcore_puzzlelock1841176534.description"
"locked_doors.ts","Locked Doors","#119","Unlocks","lockeddoor_zonerainbowcore_puzzlelock1854676018","Todo: specify puzzle door unlocks","lockeddoor_zonerainbowcore_puzzlelock1854676018.unlocks"
"locked_doors.ts","Locked Doors","#119","Description","lockeddoor_zonerainbowcore_puzzlelock1854676018","Todo: insert a description for this puzzle door puzzlelock1854676018","lockeddoor_zonerainbowcore_puzzlelock1854676018.description"
"locked_doors.ts","Locked Doors","#126","Unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock1870787726","Todo: specify puzzle door unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock1870787726.unlocks"
"locked_doors.ts","Locked Doors","#126","Description","lockeddoor_zonestrandlabyrinthgate_puzzlelock1870787726","Todo: insert a description for this puzzle door puzzlelock1870787726","lockeddoor_zonestrandlabyrinthgate_puzzlelock1870787726.description"
"locked_doors.ts","Locked Doors","#91","Unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1907608575","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancedesign_puzzlelock1907608575.unlocks"
"locked_doors.ts","Locked Doors","#91","Description","lockeddoor_zonelabstrandentrancedesign_puzzlelock1907608575","Todo: insert a description for this puzzle door puzzlelock1907608575","lockeddoor_zonelabstrandentrancedesign_puzzlelock1907608575.description"
"locked_doors.ts","Locked Doors","#72","Unlocks","locked_zonelabstrandentrancedesign_puz1696095484","Todo: specify puzzle door unlocks","locked_zonelabstrandentrancedesign_puz1696095484.unlocks"
"locked_doors.ts","Locked Doors","#72","Description","locked_zonelabstrandentrancedesign_puz1696095484","Todo: insert a description for this puzzle receptacle puz1696095484","locked_zonelabstrandentrancedesign_puz1696095484.description"
"locked_doors.ts","Locked Doors","#78","Unlocks","lockeddoor_environmentstrand_puzzlelock1960975923","Todo: specify puzzle door unlocks","lockeddoor_environmentstrand_puzzlelock1960975923.unlocks"
"locked_doors.ts","Locked Doors","#78","Description","lockeddoor_environmentstrand_puzzlelock1960975923","Todo: insert a description for this puzzle door puzzlelock1960975923","lockeddoor_environmentstrand_puzzlelock1960975923.description"
"locked_doors.ts","Locked Doors","#128","Unlocks","lockeddoor_zonestrandweather_puzzlelock1987366521","Todo: specify puzzle door unlocks","lockeddoor_zonestrandweather_puzzlelock1987366521.unlocks"
"locked_doors.ts","Locked Doors","#128","Description","lockeddoor_zonestrandweather_puzzlelock1987366521","Todo: insert a description for this puzzle door puzzlelock1987366521","lockeddoor_zonestrandweather_puzzlelock1987366521.description"
"locked_doors.ts","Locked Doors","#94","Unlocks","lockeddoor_zonelabstrandentrancemainb_puzzlelock1991737884","Todo: specify puzzle door unlocks","lockeddoor_zonelabstrandentrancemainb_puzzlelock1991737884.unlocks"
"locked_doors.ts","Locked Doors","#94","Description","lockeddoor_zonelabstrandentrancemainb_puzzlelock1991737884","Todo: insert a description for this puzzle door puzzlelock1991737884","lockeddoor_zonelabstrandentrancemainb_puzzlelock1991737884.description"
"locked_doors.ts","Locked Doors","#111","Unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock2006019391","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock2006019391.unlocks"
"locked_doors.ts","Locked Doors","#111","Description","lockeddoor_zonelabyrinthhubdesign_puzzlelock2006019391","Todo: insert a description for this puzzle door puzzlelock2006019391","lockeddoor_zonelabyrinthhubdesign_puzzlelock2006019391.description"
"locked_doors.ts","Locked Doors","#112","Unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock2042096013","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthhubdesign_puzzlelock2042096013.unlocks"
"locked_doors.ts","Locked Doors","#112","Description","lockeddoor_zonelabyrinthhubdesign_puzzlelock2042096013","Todo: insert a description for this puzzle door puzzlelock2042096013","lockeddoor_zonelabyrinthhubdesign_puzzlelock2042096013.description"
"locked_doors.ts","Locked Doors","#98","Unlocks","lockeddoor_zonelabyrinthdreamlandb_puzzlelock2081200745","Todo: specify puzzle door unlocks","lockeddoor_zonelabyrinthdreamlandb_puzzlelock2081200745.unlocks"
"locked_doors.ts","Locked Doors","#98","Description","lockeddoor_zonelabyrinthdreamlandb_puzzlelock2081200745","Todo: insert a description for this puzzle door puzzlelock2081200745","lockeddoor_zonelabyrinthdreamlandb_puzzlelock2081200745.description"
"locked_doors.ts","Locked Doors","#127","Unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock2115176931","Todo: specify puzzle door unlocks","lockeddoor_zonestrandlabyrinthgate_puzzlelock2115176931.unlocks"
"locked_doors.ts","Locked Doors","#127","Description","lockeddoor_zonestrandlabyrinthgate_puzzlelock2115176931","Todo: insert a description for this puzzle door puzzlelock2115176931","lockeddoor_zonestrandlabyrinthgate_puzzlelock2115176931.description"
"gordos.ts","Gordos","#129","Description","hypergordo_zonelabyrinthterrariumjungleglacier_gordo1932334613","Todo: insert a description for this gordo gordo1932334613","hypergordo_zonelabyrinthterrariumjungleglacier_gordo1932334613.description"
"gordos.ts","Gordos","#129","Drops","hypergordo_zonelabyrinthterrariumjungleglacier_gordo1932334613","Todo: specify gordo drops","hypergordo_zonelabyrinthterrariumjungleglacier_gordo1932334613.drops.0"
"gordos.ts","Gordos","#129","Unlocks","hypergordo_zonelabyrinthterrariumjungleglacier_gordo1932334613","Todo: specify gordo unlocks","hypergordo_zonelabyrinthterrariumjungleglacier_gordo1932334613.unlocks.0"
"gigi_holograms.ts","Gigi Holograms","#146","Description","gigihologram_x991_y1920","Todo: insert a description for this Gigi hologram x991_y1920","gigihologram_x991_y1920.description"
"gigi_holograms.ts","Gigi Holograms","#144","Description","gigihologram_x838_y1796","Todo: insert a description for this Gigi hologram x838_y1796","gigihologram_x838_y1796.description"
"gigi_holograms.ts","Gigi Holograms","#142","Description","gigihologram_x817_y2171","Todo: insert a description for this Gigi hologram x817_y2171","gigihologram_x817_y2171.description"
"gigi_holograms.ts","Gigi Holograms","#141","Description","gigihologram_x766_y2011","Todo: insert a description for this Gigi hologram x766_y2011","gigihologram_x766_y2011.description"
"gigi_holograms.ts","Gigi Holograms","#137","Description","gigihologram_x134_y2247","Todo: insert a description for this Gigi hologram x134_y2247","gigihologram_x134_y2247.description"
"gigi_holograms.ts","Gigi Holograms","#143","Description","gigihologram_x82_y2225","Todo: insert a description for this Gigi hologram x82_y2225","gigihologram_x82_y2225.description"
"gigi_holograms.ts","Gigi Holograms","#145","Description","gigihologram_x878_y1466","Todo: insert a description for this Gigi hologram x878_y1466","gigihologram_x878_y1466.description"
"gigi_holograms.ts","Gigi Holograms","#134","Description","gigihologram_x1139_y1323","Todo: insert a description for this Gigi hologram x1139_y1323","gigihologram_x1139_y1323.description"
"gigi_holograms.ts","Gigi Holograms","#130","Description","gigihologram_x1004_y1415","Todo: insert a description for this Gigi hologram x1004_y1415","gigihologram_x1004_y1415.description"
"gigi_holograms.ts","Gigi Holograms","#130","","gigihologram_x1004_y1415","Qué vista tan increíble. Es muy fácil dejarse atrapar por su belleza. Es decir, hasta que una alteración prismática convierte todo en un caos.","gigihologram_x1004_y1415.dialogue.entries.434169717507911680_subsequentvisit.text.es"
"gigi_holograms.ts","Gigi Holograms","#136","Description","gigihologram_x1163_y1570","Todo: insert a description for this Gigi hologram x1163_y1570","gigihologram_x1163_y1570.description"
"gigi_holograms.ts","Gigi Holograms","#131","Description","gigihologram_x1076_y907","Todo: insert a description for this Gigi hologram x1076_y907","gigihologram_x1076_y907.description"
"gigi_holograms.ts","Gigi Holograms","#139","Description","gigihologram_x500_y1104","Todo: insert a description for this Gigi hologram x500_y1104","gigihologram_x500_y1104.description"
"gigi_holograms.ts","Gigi Holograms","#140","Description","gigihologram_x746_y1101","Todo: insert a description for this Gigi hologram x746_y1101","gigihologram_x746_y1101.description"
"gigi_holograms.ts","Gigi Holograms","#138","Description","gigihologram_x1364_y1007","Todo: insert a description for this Gigi hologram x1364_y1007","gigihologram_x1364_y1007.description"
"gigi_holograms.ts","Gigi Holograms","#133","Description","gigihologram_x1136_y1828","Todo: insert a description for this Gigi hologram x1136_y1828","gigihologram_x1136_y1828.description"
"gigi_holograms.ts","Gigi Holograms","#132","Description","gigihologram_x1123_y1382","Todo: insert a description for this Gigi hologram x1123_y1382","gigihologram_x1123_y1382.description"
"gigi_holograms.ts","Gigi Holograms","#135","Description","gigihologram_x1162_y1426","Todo: insert a description for this Gigi hologram x1162_y1426","gigihologram_x1162_y1426.description"
